utt_id,audio_path,predicted,ground_truth,wer,cer
0fbb7700b9,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0fbb7700b9.flac,3-1 माधेविक बित्यालय,त्रिभुवन माध्यमिक विद्यालय,1.0,0.5
024608eec4,/kaggle/working/asr_nepali_data/asr_nepali/data/02/024608eec4.flac,तिपतिस सिनामारीय,तिब्बती सेना मारिए,1.0,0.5
01f993356b,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01f993356b.flac,उसले किर छन्,उल्लेख्य छन्,1.0,0.5
083b2aa4e4,/kaggle/working/asr_nepali_data/asr_nepali/data/08/083b2aa4e4.flac,इसन्तले,यी सन्तले यस,1.0,0.5
068454677c,/kaggle/working/asr_nepali_data/asr_nepali/data/06/068454677c.flac,साय एकसिद्ध भयो।,सहायक सिद्ध भए,1.0,0.5
0af5aa88f4,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0af5aa88f4.flac,प्रशाधन सन्दर्यको प्रसाधन,सौन्दर्यको प्रसाधन,1.0,0.5
073f06f743,/kaggle/working/asr_nepali_data/asr_nepali/data/07/073f06f743.flac,चेनामीत्स घोली,सेनाबीच गोली,1.0,0.5
011ed6273d,/kaggle/working/asr_nepali_data/asr_nepali/data/01/011ed6273d.flac,दक्षिम पुर्वी मा,दक्षिण पूर्वी अस्ट्रेलियामा,1.0,0.48148148148148145
0587cdacaa,/kaggle/working/asr_nepali_data/asr_nepali/data/05/0587cdacaa.flac,देंको जरुबाट पिडिद,डेङ्गु ज्वरोबाट पीडित,1.0,0.47619047619047616
0408a59680,/kaggle/working/asr_nepali_data/asr_nepali/data/04/0408a59680.flac,फिपाली आधिकरी ग्रुममा,फिफाले आधिकारिक रूपमै,1.0,0.47619047619047616
08012c6946,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08012c6946.flac,फेया पुर अस्कार,फिल्म फेयर पुरस्कार,1.0,0.47368421052631576
0eb1ccd4e4,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0eb1ccd4e4.flac,त्यो प्रै बिसियालाई लिएर,थुप्रै विषयलाई लिएर,1.0,0.47368421052631576
0773be6b68,/kaggle/working/asr_nepali_data/asr_nepali/data/07/0773be6b68.flac,बेहिटलाई मलाई यसलाई,व्यहिटलैमले यसलाई,1.0,0.47058823529411764
0f14b0e69b,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0f14b0e69b.flac,मुक्के रुपनै पाइलो,मुख्य रूपले पहिलो,1.0,0.47058823529411764
0ef5ff703d,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0ef5ff703d.flac,मद्रास्था थाहा अन्या,मद्रास तथा अन्य,1.0,0.4666666666666667
0c8f8be640,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c8f8be640.flac,रिषी सन्तानु,ऋषि सन्तान हुन्,1.0,0.4666666666666667
064e44b4e9,/kaggle/working/asr_nepali_data/asr_nepali/data/06/064e44b4e9.flac,माग दुई कतेका,माघ २ गतेका,1.0,0.45454545454545453
048e9b39aa,/kaggle/working/asr_nepali_data/asr_nepali/data/04/048e9b39aa.flac,चालामा देखि नै,छालामा डाबर देखिने,1.0,0.4444444444444444
07f436035a,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07f436035a.flac,बारत जोती लिङ्ग नाम,१२ ज्योतिलिङ्ग नाम,1.0,0.4444444444444444
02e5eeaea6,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02e5eeaea6.flac,अभि नङ्गमानी नै,अभिन्न अङ्ग मानिने,1.0,0.4444444444444444
05108411f0,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05108411f0.flac,प्रहिककुर्ता पृष्ट्र होला मैले,प्रयोगकर्ता पृष्ठलाई मैले,1.0,0.44
0feea7b365,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0feea7b365.flac,स्लास्तेर संरहको,स्वास्थ्य र सङ्ग्रहको,1.0,0.42857142857142855
05a0936877,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05a0936877.flac,कर्याक्राम पुलपक घोषाडा,कार्यक्रम पूर्व घोषणा,1.0,0.42857142857142855
01eecdeb80,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01eecdeb80.flac,कार्योहरु बिलाल,कार्य रविलाल,1.0,0.4166666666666667
0da8b625aa,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0da8b625aa.flac,केमा लगिदेउ,ट्याम्केमा लगिदेऊ,1.0,0.4117647058823529
0bf767c496,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0bf767c496.flac,दुई गाविष्य समेट दाई।,दुई गाविस समेट्दै,1.0,0.4117647058823529
04da5c3387,/kaggle/working/asr_nepali_data/asr_nepali/data/04/04da5c3387.flac,थियो त्यो खोदाको अगाडी,त्यो खुदाको अगाडि,1.0,0.4117647058823529
053dfe6063,/kaggle/working/asr_nepali_data/asr_nepali/data/05/053dfe6063.flac,लगता दिएका,लगातार ऋण लिएका,1.0,0.4
02fc0c5038,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02fc0c5038.flac,तापाई।,तपाईँ,1.0,0.4
01cb95cd73,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01cb95cd73.flac,हो। युद्धको गोषाणा गर्यो।,युद्धको घोषणा गर्‍यो,1.0,0.4
0c17b9324b,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c17b9324b.flac,। एश राज्यमा,यस राज्यमा,1.0,0.4
0816d815ca,/kaggle/working/asr_nepali_data/asr_nepali/data/08/0816d815ca.flac,बिन कटिन्छ,दिन कठीन छ,1.0,0.4
075e22fce6,/kaggle/working/asr_nepali_data/asr_nepali/data/07/075e22fce6.flac,दिडारी हो,द डायरी अफ,1.0,0.4
01dac45c7d,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01dac45c7d.flac,अतिलिकत टोकीयोको,अतिरिक्त टोकियोको लन्डन,1.0,0.391304347826087
0e32f81130,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e32f81130.flac,हो थाको चान्दन सिंहको,ठाकुर चन्दन सिंहको,1.0,0.3888888888888889
0929869fa1,/kaggle/working/asr_nepali_data/asr_nepali/data/09/0929869fa1.flac,बिनास गर्ने पर्छु राम्रीले,विनाश गर्ने परशुरामले,1.0,0.38095238095238093
0a92437f61,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0a92437f61.flac,राखित तपाई उनीहरुको,राखे तब उनीहरूको,1.0,0.375
05206159cb,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05206159cb.flac,चिकच्च भइज्या निक्ले पनि,चिकित्सा वैज्ञानिकले पनि,1.0,0.375
00a4e62268,/kaggle/working/asr_nepali_data/asr_nepali/data/00/00a4e62268.flac,सातैवटा,यी सातै वटा,1.0,0.36363636363636365
0155780025,/kaggle/working/asr_nepali_data/asr_nepali/data/01/0155780025.flac,बोत्य लाउने,पोते लगाउने,1.0,0.36363636363636365
0242216efd,/kaggle/working/asr_nepali_data/asr_nepali/data/02/0242216efd.flac,पर्यो गुने,प्रयोग हुने,1.0,0.36363636363636365
0916180324,/kaggle/working/asr_nepali_data/asr_nepali/data/09/0916180324.flac,गीयो नल्मे शी पेनाल्टी,लियोनल मेसीले पेनाल्टी,1.0,0.36363636363636365
059365b623,/kaggle/working/asr_nepali_data/asr_nepali/data/05/059365b623.flac,राजनायतिक रुपले योध्यतर,राजनैतिक रूपले युद्धोत्तर,1.0,0.36
041edeec9c,/kaggle/working/asr_nepali_data/asr_nepali/data/04/041edeec9c.flac,पर्यो नाम सरु पेन्सिलिनको,परिणाम स्वरूप पेन्सिलिनको,1.0,0.36
09fe6ebfa2,/kaggle/working/asr_nepali_data/asr_nepali/data/09/09fe6ebfa2.flac,बसन्त रितुमा दाज,वसन्त ऋतुमा दश,1.0,0.35714285714285715
0cdcf2c620,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0cdcf2c620.flac,कथा बस्तुथिन,कथावस्तु थिइन्,1.0,0.35714285714285715
02cfcf4b67,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02cfcf4b67.flac,तेस्रो महा,तेश्रो महामारी,1.0,0.35714285714285715
08b89f5084,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08b89f5084.flac,गुम्न आउने गर्दो थिए।,घुम्न आउने गर्दथे,1.0,0.35294117647058826
0e15548a54,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e15548a54.flac,पौध्यकुम्बाहरुमा,बौद्ध गुम्बाहरूमा,1.0,0.35294117647058826
01a95af0bc,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01a95af0bc.flac,कि राजनीताहरूले,केही राजनेताहरूले यस,1.0,0.35
003807abfa,/kaggle/working/asr_nepali_data/asr_nepali/data/00/003807abfa.flac,घरैले उन्जाले घुम्यो,घरेलु हिंसाले गुम्यो,1.0,0.35
01ce024e8d,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01ce024e8d.flac,योगी नरारिना त अफैडै,योगी नरहरिनाथ आफैँले,1.0,0.35
087a9fcff3,/kaggle/working/asr_nepali_data/asr_nepali/data/08/087a9fcff3.flac,अब लम्बा र नाटा कि थिए,अविलम्ब र नाटकीय थिए,1.0,0.35
06a345784f,/kaggle/working/asr_nepali_data/asr_nepali/data/06/06a345784f.flac,अ नगरपालिका उनु पुर्गो,नगरपालिका हुनु पूर्व,1.0,0.35
0673fb6ffb,/kaggle/working/asr_nepali_data/asr_nepali/data/06/0673fb6ffb.flac,जनसंग्या का सन्तानहरु,जनसङ्ख्याका सन्तानहरू हुन्,1.0,0.34615384615384615
00c6cd4fae,/kaggle/working/asr_nepali_data/asr_nepali/data/00/00c6cd4fae.flac,गासी कोपात,गाँसिएको पात,1.0,0.3333333333333333
01cef0a78a,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01cef0a78a.flac,बिम बहारु परेक भएका छन्।,बिम्बहरू प्रयोग भएका छन्,1.0,0.3333333333333333
0fcd57f045,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0fcd57f045.flac,राजुद बनिन,राजदूत बनिन्,1.0,0.3333333333333333
0f110150e7,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0f110150e7.flac,त्यसन्तर्गतका विवागहरु,त्यस अर्न्तगतका विभागहरू,1.0,0.3333333333333333
0196bcbbd8,/kaggle/working/asr_nepali_data/asr_nepali/data/01/0196bcbbd8.flac,छोरी त थाहा हिन्दु।,छोरी तथा हिन्दू,1.0,0.3333333333333333
05e0c47358,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05e0c47358.flac,मुर भन्दा पाँच वर्ष,मुरभन्दा ५ वर्ष,1.0,0.3333333333333333
069239bbc0,/kaggle/working/asr_nepali_data/asr_nepali/data/06/069239bbc0.flac,बिनोर भण्टारी चार,बिनोद भण्डारी ४,1.0,0.3333333333333333
03361484d2,/kaggle/working/asr_nepali_data/asr_nepali/data/03/03361484d2.flac,अभि निहेर निदेशनमा,अभिनय र निर्देशनमा,1.0,0.3333333333333333
0c092e0352,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c092e0352.flac,कबिको पुमिगा,कविको भूमिका,1.0,0.3333333333333333
06d8ca7d42,/kaggle/working/asr_nepali_data/asr_nepali/data/06/06d8ca7d42.flac,सात तिरै वान,साथ धेरै वाण,1.0,0.3333333333333333
0734f4eeae,/kaggle/working/asr_nepali_data/asr_nepali/data/07/0734f4eeae.flac,फण्डा ठिक भयो।,फन्दा ठिक्क भयो,1.0,0.3333333333333333
0cc9e65cc6,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0cc9e65cc6.flac,छापामार गर मोरान,जर्मन छापामार गरमोरान,1.0,0.3333333333333333
0c76099506,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c76099506.flac,बा साच्छे र भएपछि,वा साक्षर भएपछि,1.0,0.3333333333333333
0fb0585935,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0fb0585935.flac,स्वस्वत्र प्ररी यो अस्पताल,सशस्त्र प्रहरी अस्पताल,1.0,0.3181818181818182
0ef4f1bce0,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0ef4f1bce0.flac,काट्टिक नाचकाटिक,कात्तिक नाच कात्तिक,1.0,0.3157894736842105
0ed3feae7c,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0ed3feae7c.flac,हो। तर हाल्लाई थोप्लाहरु,तर हाललाई थोप्लाहरू,1.0,0.3157894736842105
0b73ff4c80,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b73ff4c80.flac,समुचित दिहान दिने छ।,समुचित ध्यान दिइनेछ,1.0,0.3157894736842105
0c21a1e891,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c21a1e891.flac,तम्म लोसारले गुरुम,तमु ल्होसारले गुरूङ,1.0,0.3157894736842105
07647601de,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07647601de.flac,त पनि जानकरी चायमा,पनि जानकारी चाहिएमा,1.0,0.3157894736842105
0ec7e2996d,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0ec7e2996d.flac,प्राक्रितिक प्रक्रोप,प्राकृतिक प्रकोप,1.0,0.3125
07a189840e,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07a189840e.flac,जातको उचाहि मति,जातकको उचाइ मोती,1.0,0.3125
0c45117697,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c45117697.flac,प्रारम्बिक रब्ब्यमान गानुसार,प्रारम्भिक द्रव्यमानका अनुसार,1.0,0.3103448275862069
0c85b397df,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c85b397df.flac,धेरै महत्तुपोड्न यति हासेक,धेरै महत्त्वपूर्ण ऐतिहासिक,1.0,0.3076923076923077
093aedaa28,/kaggle/working/asr_nepali_data/asr_nepali/data/09/093aedaa28.flac,उम्ना ना थाल्छन्,उम्लन थाल्छन्,1.0,0.3076923076923077
0b11281450,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b11281450.flac,मुन नक्षकीत्रको,मूल नक्षत्रको,1.0,0.3076923076923077
07c45397b4,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07c45397b4.flac,प्राप्त घर्दा छ।,प्राप्त गर्दछ,1.0,0.3076923076923077
0eb5837996,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0eb5837996.flac,सैलिका पत्रहरा,शैलीका पत्र र,1.0,0.3076923076923077
0e99175ea5,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e99175ea5.flac,पछि निर्यतमा बृद्धी लगातार,निर्यातमा वृद्धि लगातार,1.0,0.30434782608695654
0700b41a96,/kaggle/working/asr_nepali_data/asr_nepali/data/07/0700b41a96.flac,सहकारी त थाहा,सहकारी तथा,1.0,0.3
0c78932ad6,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c78932ad6.flac,गन्वकी नदि,गण्डकी नदी,1.0,0.3
068dd44ea3,/kaggle/working/asr_nepali_data/asr_nepali/data/06/068dd44ea3.flac,पार्न भरुका नजिक साठ,पाण्डवहरूका नजिक सात,1.0,0.3
0f671554db,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0f671554db.flac,उदेको क्षेत्रमा मध्यौ,उद्योग क्षेत्र मध्यम,1.0,0.3
0a93eed080,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0a93eed080.flac,अ अगाडी बढ्न,अगाडि बढ्न,1.0,0.3
0704d13d6e,/kaggle/working/asr_nepali_data/asr_nepali/data/07/0704d13d6e.flac,जो आउन सकिने नखो।,जोगाउन सकिने न हो,1.0,0.29411764705882354
0e4121a498,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e4121a498.flac,गुरुत्त मिल्किदिए,गुरुत्व मिल्की वे,1.0,0.29411764705882354
0e943eb3d1,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e943eb3d1.flac,सोयम सेभी सक्ती बनिरह्यो,स्वयंसेवी शक्ति बनिरह्यो,1.0,0.2916666666666667
094018c6bc,/kaggle/working/asr_nepali_data/asr_nepali/data/09/094018c6bc.flac,जिल्ला क्या अर्को,जिल्लाकै अर्को,1.0,0.2857142857142857
0106a0e5e1,/kaggle/working/asr_nepali_data/asr_nepali/data/01/0106a0e5e1.flac,बसोबास गर्ने मुख खिवा तया,बसोबास गर्ने मुख्यतया,1.0,0.2857142857142857
09fba7d393,/kaggle/working/asr_nepali_data/asr_nepali/data/09/09fba7d393.flac,जंगलको ओरिपरी,जङ्गलको वरिपरि,1.0,0.2857142857142857
0b5f198e08,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b5f198e08.flac,रोपमा उसले करियो,रूपमा उल्लेख गरियो,1.0,0.2777777777777778
0f490f75f5,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0f490f75f5.flac,वा रबाशी र हन्छन्,वा प्रवासी रहन्छन्,1.0,0.2777777777777778
01593a2b90,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01593a2b90.flac,पुमिका निवाय जस्लाई,भूमिका निभाए जसलाई,1.0,0.2777777777777778
0306eae372,/kaggle/working/asr_nepali_data/asr_nepali/data/03/0306eae372.flac,प्रठम इन्डेन्यसनलमा,प्रथम इन्टरनेसनलमा,1.0,0.2777777777777778
0fcf333119,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0fcf333119.flac,कहाँ त पाखुरा र छ ति,काँध पाखुरा र छाती,1.0,0.2777777777777778
0e1c81ad41,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e1c81ad41.flac,भारतीय राख्जे अरुनान चल,भारतीय राज्य अरुणाञ्चल,1.0,0.2727272727272727
097f021c09,/kaggle/working/asr_nepali_data/asr_nepali/data/09/097f021c09.flac,स्वा गी हुने,सहभागी हुने,1.0,0.2727272727272727
0b5819a3b7,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b5819a3b7.flac,योग्दानको कदर्शहरु इस्थानीय,योगदानको कदरस्वरूप स्थानीय,1.0,0.2692307692307692
02acbf33b5,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02acbf33b5.flac,बन हरो रहेका छन्।,वनहरू रहेका छन्,1.0,0.26666666666666666
05d08de0cb,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05d08de0cb.flac,मानिस माछा लाई सहुक्क,मानिस माछालाई सौखका,1.0,0.2631578947368421
085f7e936a,/kaggle/working/asr_nepali_data/asr_nepali/data/08/085f7e936a.flac,एक गोहिर सरकारी सस्था,एक गैरसरकारी संस्था,1.0,0.2631578947368421
0991afdd1c,/kaggle/working/asr_nepali_data/asr_nepali/data/09/0991afdd1c.flac,देरै पहाडे सडाकरुको,धेरै पहाडी सडकहरूको,1.0,0.2631578947368421
09ad691058,/kaggle/working/asr_nepali_data/asr_nepali/data/09/09ad691058.flac,पश्चिम्मा भग्ने आको,पश्चिममा बग्ने आँखु,1.0,0.2631578947368421
0be487d8e5,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0be487d8e5.flac,हुने गरे दाई बाया,हुने गरी दायाँबायाँ,1.0,0.2631578947368421
03c6520773,/kaggle/working/asr_nepali_data/asr_nepali/data/03/03c6520773.flac,माथिकै भनिएको बाट,माथि केही भनिएकोबाट,1.0,0.2631578947368421
09d8235403,/kaggle/working/asr_nepali_data/asr_nepali/data/09/09d8235403.flac,मैले उहालाई प्रयुग गर्दा,मैले वहाँलाई प्रयोगकर्ता,1.0,0.25
0c3a64c496,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c3a64c496.flac,ग्रसी तुन्छ,ग्रसित हुन्छ,1.0,0.25
0ea82df969,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0ea82df969.flac,चुनी एक थियो,चुनिएको थियो,1.0,0.25
0dd7fd3c69,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0dd7fd3c69.flac,केम क्यार्यल जन्मा,किम क्यारोल जन्म,1.0,0.25
0dfa877b3a,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0dfa877b3a.flac,र तुल्सी पुल्य राक्ती,र तुल्सीपुरले राप्ती,1.0,0.25
0b78ee4edb,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b78ee4edb.flac,गावीसहरु एक नगर्पालिका,गाविसहरू १ नगरपालिका,1.0,0.25
0dae291e40,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0dae291e40.flac,पार्टिका राजनीतिक गए खुन,पार्टिका राजनीतिज्ञ हुन्,1.0,0.25
019d085da1,/kaggle/working/asr_nepali_data/asr_nepali/data/01/019d085da1.flac,जन्म पाथी भरा तिनमा,जन्म पाथीभरा ३मा,1.0,0.25
01530251eb,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01530251eb.flac,खरितमा छ।,खरिदमा छ,1.0,0.25
090ebafeab,/kaggle/working/asr_nepali_data/asr_nepali/data/09/090ebafeab.flac,न इस्वर पुत्र,न ईश्वरपुत्र,1.0,0.25
0cfd82f26b,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0cfd82f26b.flac,त्राखेको पायो,राखेको पाइयो,1.0,0.25
06192cc557,/kaggle/working/asr_nepali_data/asr_nepali/data/06/06192cc557.flac,चालिङ नेपालको मध्यमा अन्छ,छालिङ नेपालको मध्यमाञ्चल,1.0,0.25
0d0892bf95,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0d0892bf95.flac,उहाहरुले अरुलाई दुखा।,उहाँहरूले अरूलाई दुख,1.0,0.25
0c34422de6,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c34422de6.flac,अ जुवानो तरकारी त थाहा अचारमा,ज्वानो तरकारी तथा अचारमा,1.0,0.25
0db2ed5fec,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0db2ed5fec.flac,लुकै र पछेको मेरो,लुकेर बसेको मेरो,1.0,0.25
049d6bbd57,/kaggle/working/asr_nepali_data/asr_nepali/data/04/049d6bbd57.flac,मोहन विक्रम सिंहले न्यत्रित्व,मोहनविक्रम सिंहले नेतृत्व,1.0,0.24
029e2958b3,/kaggle/working/asr_nepali_data/asr_nepali/data/02/029e2958b3.flac,गनेश जे तपाईलाई नयाँ,गणेशजी तपाईँंलाई नयाँ,1.0,0.23809523809523808
0f0762bbf6,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0f0762bbf6.flac,अन्यो उपनी बेशहरुले पनि,अन्य उपनिवेशहरूले पनि,1.0,0.23809523809523808
0babc29328,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0babc29328.flac,सिया सिया परेको हुदैन।,छियाछिया परेको हुँदैन,1.0,0.23809523809523808
0ae65d1b60,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0ae65d1b60.flac,फेरी प्रतिक सुचीलाई,फेरि प्रत्येक सूचीलाई,1.0,0.23809523809523808
065894c95b,/kaggle/working/asr_nepali_data/asr_nepali/data/06/065894c95b.flac,कुराकमा घामीले,कुराको माग हामीले,1.0,0.23529411764705882
04534ff61a,/kaggle/working/asr_nepali_data/asr_nepali/data/04/04534ff61a.flac,सत्र धारणी आदी पनि,छत्रधारणि आदि पनि,1.0,0.23529411764705882
077c2f9e78,/kaggle/working/asr_nepali_data/asr_nepali/data/07/077c2f9e78.flac,उखु चार गर्न सकिन्छ।,उपचार गर्न सकिन्छ,1.0,0.23529411764705882
062debe4e5,/kaggle/working/asr_nepali_data/asr_nepali/data/06/062debe4e5.flac,पुर्गमा विवाजित छ।,पूर्वमा विभाजित छ,1.0,0.23529411764705882
02bc29c9b8,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02bc29c9b8.flac,अस्टेलियाली सिनामा भते,अस्ट्रेलियाली सेनामा भर्ती,1.0,0.23076923076923078
04028d64ba,/kaggle/working/asr_nepali_data/asr_nepali/data/04/04028d64ba.flac,ठुलो मटेर थाडो,ठूलो मटर ठाडो,1.0,0.23076923076923078
008c17f698,/kaggle/working/asr_nepali_data/asr_nepali/data/00/008c17f698.flac,हेस मध्ये लज्जा,यसमध्ये लज्जा,1.0,0.23076923076923078
07f0bacb0f,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07f0bacb0f.flac,ए रहेको पाइदैन,रहेको पाइँदैन,1.0,0.23076923076923078
0013bfeda1,/kaggle/working/asr_nepali_data/asr_nepali/data/00/0013bfeda1.flac,क्याम श्रिन्त पाल्चोक जिल्लाको,क्याम्पस सिन्धुपाल्चोक जिल्लाको,1.0,0.22580645161290322
0621bd43fc,/kaggle/working/asr_nepali_data/asr_nepali/data/06/0621bd43fc.flac,पुर्व तामोर नदिसम्मा,पूर्व तमोर नदीसम्म,1.0,0.2222222222222222
02f8670451,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02f8670451.flac,अन्छलको सोधो खुम्भु जिल्लाको,अञ्चलको सोलुखुम्बु जिल्लाको,1.0,0.2222222222222222
004797d788,/kaggle/working/asr_nepali_data/asr_nepali/data/00/004797d788.flac,छापी एको छ,छापिएको छ,1.0,0.2222222222222222
054148d7fd,/kaggle/working/asr_nepali_data/asr_nepali/data/05/054148d7fd.flac,वानुहुन्छ,भान हुन्छ,1.0,0.2222222222222222
08b695dca8,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08b695dca8.flac,निपालको बाच बिकास,नेपालको पाँच विकास,1.0,0.2222222222222222
08e670ebd7,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08e670ebd7.flac,स्थानहरु राइका छन्।,स्थानहरू रहेका छन्,1.0,0.2222222222222222
0b4fb4aac1,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b4fb4aac1.flac,भनिन महत्मन,भनिन् महात्मन्,1.0,0.21428571428571427
0bd862125c,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0bd862125c.flac,सच्चै ल्यायो।,साँच्चै ल्यायो,1.0,0.21428571428571427
0592b825cd,/kaggle/working/asr_nepali_data/asr_nepali/data/05/0592b825cd.flac,सिर्ष नेता खनाल,शीर्षनेता खनाल,1.0,0.21428571428571427
027117406f,/kaggle/working/asr_nepali_data/asr_nepali/data/02/027117406f.flac,पाच नेपालका परम परागत,५ नेपालका परम्परागत,1.0,0.21052631578947367
0fb845be7b,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0fb845be7b.flac,अब राम लिंकनले यो,अब्राहम लिङ्कनले यो,1.0,0.21052631578947367
07da3eda48,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07da3eda48.flac,शब्यता हरुमा देखिएको,सभ्यताहरूमा देखिएको,1.0,0.21052631578947367
0d57b8b12e,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0d57b8b12e.flac,सास्ट्रार धमा भराउने काम,शास्त्रार्थमा हराउने काम,1.0,0.20833333333333334
0bde9d4483,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0bde9d4483.flac,आत्मा प्रकासन पनि,आत्मप्रकाशन पनि,1.0,0.2
0d06437875,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0d06437875.flac,जनायका छन्।,जनाएका छन्,1.0,0.2
0185db6a70,/kaggle/working/asr_nepali_data/asr_nepali/data/01/0185db6a70.flac,सी जी आन्द्रास र,सिजी आन्ड्रास र,1.0,0.2
041dcc38c2,/kaggle/working/asr_nepali_data/asr_nepali/data/04/041dcc38c2.flac,मद्दै कालमा कतिपय धाराहरुको,मध्यकालमा कतिपय धाराहरूको,1.0,0.2
0b8622cddc,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b8622cddc.flac,स्याम गुरुम पदन,श्याम गुरुङ पदम,1.0,0.2
08a2a541f0,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08a2a541f0.flac,गरेको मार्दिक,गरेकोमा हार्दिक,1.0,0.2
022eb3d75f,/kaggle/working/asr_nepali_data/asr_nepali/data/02/022eb3d75f.flac,गरिदिन्छु।,गरि दिन्छु,1.0,0.2
